# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1768466622678000000,1768466645249000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1768466622678000000,1768466645249000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1768466622678000000,1768466645249000000,0
jps.app.storage.content.reader.load.component.ms,1768466622678000000,1768466645249000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1768466622678000000,1768466645249000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1768466622678000000,1768466645249000000,0
workspaceModel.save.cache.to.file.ms,1768466622678000000,1768466645249000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1768466622678000000,1768466645249000000,0
workspaceModel.mutableEntityStorage.instances.count,1768466622678000000,1768466645249000000,4
jps.global.handle.changed.events.ms,1768466622678000000,1768466645249000000,0
jps.load.initial.state.ms,1768466622678000000,1768466645249000000,24
workspaceModel.mutableEntityStorage.collect.changes.ms,1768466622678000000,1768466645249000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1768466622678000000,1768466645249000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1768466622678000000,1768466645249000000,0
jps.global.handle.before.change.events.ms,1768466622678000000,1768466645249000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1768466622678000000,1768466645249000000,1
jps.global.get.library.ms,1768466622678000000,1768466645249000000,0
DiskQueryRelay.tasksExecuted,1768466622678000000,1768466645249000000,34
writeAction.max.wait.ms,1768466622678000000,1768466645249000000,2
writeAction.count,1768466622678000000,1768466645249000000,5
lexer.LogcatFilter.time.ns,1768466622678000000,1768466645249000000,845700
writeAction.wait.ms,1768466622678000000,1768466645249000000,3
lexer.LogcatFilter.size.bytes,1768466622678000000,1768466645249000000,0
DiskQueryRelay.tasksRequested,1768466622678000000,1768466645249000000,34
parser.LogcatFilter.size.bytes,1768466622678000000,1768466645249000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1768466622678000000,1768466645249000000,111278
writeAction.median.wait.ms,1768466622678000000,1768466645249000000,0
parser.LogcatFilter.time.ns,1768466622678000000,1768466645249000000,67928600
DiskQueryRelay.taskExecutionTotalTimeUs,1768466622678000000,1768466645249000000,3236
VFS.fileChildByName,1768466622678000000,1768466645249000000,4
VFS.folderCaseSensitivityReads,1768466622678000000,1768466645249000000,3
VFS.invertedFileNameIndex.requests,1768466622678000000,1768466645249000000,0
VFS.fileByIdCache.hits,1768466622678000000,1768466645249000000,0
VFS.fileByIdCache.misses,1768466622678000000,1768466645249000000,0
workspaceModel.updates.precise.ms,1768466622678000000,1768466645249000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1768466622678000000,1768466645249000000,0
workspaceModel.cachedValue.total.get.count,1768466622678000000,1768466645249000000,2
workspaceModel.cachedValue.calculated.count,1768466622678000000,1768466645249000000,1
workspaceModel.check.recursive.update.ms,1768466622678000000,1768466645249000000,0
workspaceModel.collect.changes.ms,1768466622678000000,1768466645249000000,0
workspaceModel.full.replace.project.model.ms,1768466622678000000,1768466645249000000,0
workspaceModel.on.changed.ms,1768466622678000000,1768466645249000000,0
workspaceModel.on.before.changed.ms,1768466622678000000,1768466645249000000,0
workspaceModel.update.unloaded.entities.ms,1768466622678000000,1768466645249000000,0
workspaceModel.cachedValueWithParameters.clear.count,1768466622678000000,1768466645249000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1768466622678000000,1768466645249000000,0
workspaceModel.loading.from.cache.ms,1768466622678000000,1768466645249000000,20
workspaceModel.entityStorageSnapshotImpl.instances.count,1768466622678000000,1768466645249000000,3
workspaceModel.updates.ms,1768466622678000000,1768466645249000000,0
workspaceModel.cachedValue.clear.count,1768466622678000000,1768466645249000000,0
workspaceModel.initializing.ms,1768466622678000000,1768466645249000000,0
workspaceModel.pre.handlers.ms,1768466622678000000,1768466645249000000,0
workspaceModel.to.snapshot.ms,1768466622678000000,1768466645249000000,0
workspaceModel.loading.total.ms,1768466622678000000,1768466645249000000,27
workspaceModel.init.bridges.ms,1768466622678000000,1768466645249000000,0
workspaceModel.replace.project.model.ms,1768466622678000000,1768466645249000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1768466622678000000,1768466645249000000,0
workspaceModel.cachedValue.from.cache.count,1768466622678000000,1768466645249000000,1
workspaceModel.updates.count,1768466622678000000,1768466645249000000,0
FilePageCache.totalPageLoadsUs,1768466622678000000,1768466645249000000,587158
FilePageCache.pageHits,1768466622678000000,1768466645249000000,0
FilePageCache.pageFastCacheHits,1768466622678000000,1768466645249000000,11015
StorageLockContext.competingThreads.max,1768466622678000000,1768466645249000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1768466622678000000,1768466645249000000,41943040
DirectByteBufferAllocator.reclaimed,1768466622678000000,1768466645249000000,44
StorageLockContext.competingThreads.avg,1768466622678000000,1768466645249000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1768466622678000000,1768466645249000000,41943040
FileChannelInterruptsRetryer.totalRetriedAttempts,1768466622678000000,1768466645249000000,0
FilePageCache.disposedBuffers,1768466622678000000,1768466645249000000,159
FilePageCache.uncachedFileAccess,1768466622678000000,1768466645249000000,214
FilePageCache.totalPageDisposalsUs,1768466622678000000,1768466645249000000,2682
StorageLockContext.competingThreads.90P,1768466622678000000,1768466645249000000,0
DirectByteBufferAllocator.misses,1768466622678000000,1768466645249000000,155
DirectByteBufferAllocator.hits,1768466622678000000,1768466645249000000,4
FilePageCache.capacityInBytes,1768466622678000000,1768466645249000000,629145600
FilePageCache.maxRegisteredFiles,1768466622678000000,1768466645249000000,429
FilePageCache.pageLoads,1768466622678000000,1768466645249000000,159
DirectByteBufferAllocator.disposed,1768466622678000000,1768466645249000000,115
FilePageCache.maxCacheSizeInBytes,1768466622678000000,1768466645249000000,162529280
FilePageCache.pageLoadsAboveSizeThreshold,1768466622678000000,1768466645249000000,0
cacheStateStorage.set.duration,1768466622678000000,1768466645249000000,63
cacheStateStorage.get.duration,1768466622678000000,1768466645249000000,0
cacheStateStorage.set.counter,1768466622678000000,1768466645249000000,7
cacheStateStorage.get.counter,1768466622678000000,1768466645249000000,9
Indexing.cache.totalCacheAccesses,1768466622678000000,1768466645249000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1768466622678000000,1768466645249000000,0
Indexing.cache.totalCacheMisses,1768466622678000000,1768466645249000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1768466622678000000,1768466645249000000,0
Indexing.cache.totalCacheEvicted,1768466622678000000,1768466645249000000,0
Indexing.writesQueuedMin,1768466622678000000,1768466645249000000,9223372036854775807
Indexing.writer_1.totalTimeSpentWritingMs,1768466622678000000,1768466645249000000,0
Indexing.totalTimeIndexersSleptMs,1768466622678000000,1768466645249000000,0
Indexing.writesQueuedMax,1768466622678000000,1768466645249000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1768466622678000000,1768466645249000000,0
NonBlockingReadAction.failedExecutionsCount,1768466622678000000,1768466645249000000,1
NonBlockingReadAction.finalizedExecutionTimeUs,1768466622678000000,1768466645249000000,358030
NonBlockingReadAction.finalizedExecutionsCount,1768466622678000000,1768466645249000000,20
NonBlockingReadAction.failedExecutionTimeUs,1768466622678000000,1768466645249000000,15383
